Text_Response,HealthLiteracy_Score,HealthNumeracy_Score,TrustInDoctors_Score,AnxietyVisiting_Score,DrugExperience_Rating,Age,Gender,Race,Income,Education
I feel confident navigating health portals and understanding prescriptions. Visiting the doctor makes me nervous. I have had mostly positive experiences with prescribed medications.,8.5,4.5,6.3,9.2,4.6,51,Non-binary,Other,"< £30,000",Postgraduate
My doctor uses terminology I understand well. My trust in healthcare professionals is very high. Medication has been effective in managing my symptoms.,8.0,2.9,7.6,1.9,4.6,38,Non-binary,White,"< £30,000",Postgraduate
It’s hard to follow what my doctor says. Clinics give me panic attacks sometimes.,2.3,7.0,6.5,8.0,3.2,79,Female,White,"< £30,000",Postgraduate
I don’t get what doctors say most of the time. Prescription drugs really helped my chronic pain.,1.5,7.4,4.4,3.9,5.0,67,Non-binary,Not Specified,"£30,000-£50,000",Postgraduate
Visiting the doctor makes me nervous. I have had mostly positive experiences with prescribed medications.,6.3,7.4,5.7,7.9,4.0,37,Non-binary,Not Specified,"< £30,000",University Degree
I feel really anxious before seeing any doctor. Medication has been effective in managing my symptoms.,6.9,10.0,5.1,7.4,4.2,56,Non-binary,Other,"£30,000-£50,000",High School
"I’ve had the same doctor for years, and I feel confident in their care.",4.4,5.1,9.7,1.3,2.3,41,Female,Black,"£30,000-£50,000",Postgraduate
My physician always listens to me.,5.4,1.0,9.1,3.6,2.0,20,Male,White,"£30,000-£50,000",Postgraduate
I feel confident navigating health portals and understanding prescriptions. Clinics give me panic attacks sometimes. Prescription drugs really helped my chronic pain.,8.4,3.5,6.9,8.4,4.2,31,Male,Black,"£30,000-£50,000",College Diploma
I always research symptoms and medication before appointments.,8.0,1.8,1.7,3.8,1.1,39,Male,Asian,"> £50,000",Postgraduate
,5.5,4.6,6.0,3.7,2.9,18,Non-binary,Asian,"> £50,000",University Degree
"I feel really anxious before seeing any doctor. Some drugs caused side effects, but I worked with my doctor to adjust.",4.0,2.8,6.8,7.1,4.3,56,Female,White,"£30,000-£50,000",College Diploma
I feel confident navigating health portals and understanding prescriptions. My physician always listens to me.,8.9,7.3,7.2,1.5,1.4,79,Male,Asian,"< £30,000",High School
I understand most medical terms and ask informed questions.,8.3,3.1,4.2,2.3,1.8,39,Male,White,"< £30,000",High School
I understand most medical terms and ask informed questions.,8.0,3.4,5.0,2.4,3.7,35,Female,Other,"< £30,000",University Degree
My doctor uses terminology I understand well. My physician always listens to me.,7.6,4.3,8.1,3.2,3.8,79,Non-binary,Black,"£30,000-£50,000",College Diploma
My doctor uses terminology I understand well.,7.6,9.7,3.1,1.8,2.1,26,Non-binary,White,"< £30,000",High School
"I don’t get what doctors say most of the time. Some drugs caused side effects, but I worked with my doctor to adjust.",2.1,2.5,4.0,4.7,4.6,76,Non-binary,Asian,"£30,000-£50,000",College Diploma
I feel lost when reading health information. Visiting the doctor makes me nervous. My trust in healthcare professionals is very high. Prescription drugs really helped my chronic pain.,2.8,9.7,8.3,8.9,4.7,76,Non-binary,White,"£30,000-£50,000",High School
Medical journals help me stay informed about my condition. I have had mostly positive experiences with prescribed medications.,7.8,8.1,4.9,5.6,4.7,34,Non-binary,Black,"> £50,000",Postgraduate
I trust my doctor and their advice completely. Prescription drugs really helped my chronic pain.,4.4,1.4,7.9,6.2,4.3,66,Non-binary,Black,"> £50,000",University Degree
Medical terms confuse me a lot. I feel really anxious before seeing any doctor.,1.7,6.6,3.2,9.1,1.4,24,Male,Other,"> £50,000",College Diploma
I understand most medical terms and ask informed questions.,8.6,1.8,1.2,3.1,2.3,31,Female,Not Specified,"> £50,000",High School
Prescription drugs really helped my chronic pain.,6.6,2.2,4.9,2.8,4.4,24,Non-binary,White,"< £30,000",Postgraduate
It’s hard to follow what my doctor says. I get sweaty palms before appointments. I have had mostly positive experiences with prescribed medications.,1.4,4.2,6.7,9.2,4.5,73,Female,Black,"£30,000-£50,000",University Degree
I feel confident navigating health portals and understanding prescriptions. I get sweaty palms before appointments. Doctors have always helped me recover well. Medication has been effective in managing my symptoms.,9.1,1.6,8.6,8.0,4.6,66,Female,Black,"> £50,000",University Degree
,3.8,9.2,4.6,6.7,2.7,80,Female,Asian,"< £30,000",Postgraduate
Clinics give me panic attacks sometimes.,4.8,5.9,4.2,8.1,3.5,31,Non-binary,Asian,"> £50,000",College Diploma
I feel confident navigating health portals and understanding prescriptions. My physician always listens to me.,7.2,3.1,9.7,6.9,1.8,65,Female,Black,"£30,000-£50,000",University Degree
I always research symptoms and medication before appointments.,7.8,2.6,1.6,5.7,3.2,26,Non-binary,Asian,"< £30,000",University Degree
I feel lost when reading health information. I trust my doctor and their advice completely.,2.7,4.1,9.5,3.6,1.6,22,Female,Not Specified,"> £50,000",College Diploma
I feel confident navigating health portals and understanding prescriptions. My physician always listens to me.,9.9,3.7,7.1,3.1,3.2,39,Male,Black,"£30,000-£50,000",University Degree
Prescription drugs really helped my chronic pain.,4.5,9.7,4.9,6.3,4.8,53,Non-binary,Not Specified,"< £30,000",Postgraduate
Medical journals help me stay informed about my condition. Doctors have always helped me recover well.,9.9,1.9,8.5,4.4,3.4,18,Female,Other,"£30,000-£50,000",Postgraduate
,4.4,4.6,2.4,6.2,3.2,76,Female,White,"> £50,000",College Diploma
I feel lost when reading health information. Visiting the doctor makes me nervous. I trust my doctor and their advice completely.,2.7,5.9,9.8,7.4,2.9,52,Non-binary,Other,"£30,000-£50,000",University Degree
I feel confident navigating health portals and understanding prescriptions.,9.2,6.2,2.2,5.9,1.7,64,Non-binary,Black,"< £30,000",Postgraduate
I understand most medical terms and ask informed questions.,7.9,9.7,4.2,4.9,2.7,31,Male,Black,"> £50,000",Postgraduate
Prescription drugs really helped my chronic pain.,3.6,8.1,6.6,1.6,4.4,41,Non-binary,Black,"< £30,000",University Degree
It’s hard to follow what my doctor says.,2.7,9.8,4.4,6.5,1.3,43,Male,White,"> £50,000",High School
Clinics give me panic attacks sometimes.,4.1,8.2,5.3,9.1,3.3,71,Female,White,"£30,000-£50,000",University Degree
"I always research symptoms and medication before appointments. Some drugs caused side effects, but I worked with my doctor to adjust.",9.4,9.8,5.1,6.1,4.3,18,Non-binary,White,"< £30,000",Postgraduate
I often nod even when I don’t understand. I avoid going to hospitals unless absolutely necessary.,3.0,8.8,6.3,7.5,1.3,77,Female,Asian,"< £30,000",Postgraduate
My doctor uses terminology I understand well. I trust my doctor and their advice completely.,7.9,3.8,8.2,5.6,2.1,63,Female,Asian,"£30,000-£50,000",College Diploma
I feel confident navigating health portals and understanding prescriptions. My physician always listens to me.,9.6,7.9,9.9,4.3,3.6,56,Non-binary,Other,"< £30,000",High School
Prescription drugs really helped my chronic pain.,6.5,7.2,1.3,3.6,4.6,32,Male,Asian,"> £50,000",Postgraduate
I feel really anxious before seeing any doctor.,4.8,9.6,2.9,10.0,3.8,57,Female,Not Specified,"£30,000-£50,000",High School
"My doctor uses terminology I understand well. I’ve had the same doctor for years, and I feel confident in their care.",8.0,4.6,9.2,5.9,3.7,19,Male,Black,"> £50,000",University Degree
"I feel lost when reading health information. I’ve had the same doctor for years, and I feel confident in their care. I have had mostly positive experiences with prescribed medications.",1.9,6.7,8.9,2.6,4.0,37,Non-binary,Not Specified,"£30,000-£50,000",University Degree
It’s hard to follow what my doctor says. My trust in healthcare professionals is very high.,1.2,9.3,9.8,4.2,1.4,63,Female,White,"> £50,000",High School
,6.9,1.3,5.3,3.4,2.9,43,Male,Black,"< £30,000",University Degree
Medical terms confuse me a lot.,1.2,1.5,1.1,6.6,3.2,54,Non-binary,Black,"£30,000-£50,000",University Degree
"Doctors have always helped me recover well. Some drugs caused side effects, but I worked with my doctor to adjust.",3.1,6.8,9.0,3.5,4.3,47,Female,Black,"> £50,000",College Diploma
My doctor uses terminology I understand well.,7.0,1.3,4.4,5.6,3.9,55,Male,Black,"< £30,000",High School
"I’ve had the same doctor for years, and I feel confident in their care.",3.6,9.8,7.2,4.4,1.4,28,Male,Black,"> £50,000",University Degree
It’s hard to follow what my doctor says. Clinics give me panic attacks sometimes.,2.6,5.4,5.5,7.9,3.9,53,Male,Other,"< £30,000",University Degree
It’s hard to follow what my doctor says. I have had mostly positive experiences with prescribed medications.,2.8,6.4,1.2,4.6,4.1,61,Male,Asian,"> £50,000",College Diploma
"I’ve had the same doctor for years, and I feel confident in their care.",4.6,8.5,9.8,6.5,1.6,47,Female,Other,"£30,000-£50,000",Postgraduate
Visiting the doctor makes me nervous.,4.4,1.1,6.4,8.4,3.5,18,Female,White,"< £30,000",Postgraduate
Medical journals help me stay informed about my condition. Doctors have always helped me recover well. Prescription drugs really helped my chronic pain.,8.1,8.2,8.7,3.4,4.5,44,Female,Other,"< £30,000",High School
I get sweaty palms before appointments. My physician always listens to me.,6.9,3.6,9.9,9.6,3.3,28,Non-binary,Black,"< £30,000",College Diploma
I understand most medical terms and ask informed questions.,8.6,3.4,4.7,2.7,3.1,25,Non-binary,Black,"> £50,000",Postgraduate
My physician always listens to me.,5.5,2.9,7.1,2.1,1.2,28,Female,Not Specified,"£30,000-£50,000",Postgraduate
,4.5,4.7,3.9,3.3,2.4,45,Female,Black,"> £50,000",College Diploma
I feel lost when reading health information. Doctors have always helped me recover well.,2.5,4.6,9.1,3.0,3.7,30,Male,Asian,"> £50,000",University Degree
It’s hard to follow what my doctor says. I feel really anxious before seeing any doctor.,2.3,4.2,3.9,9.4,2.7,54,Male,White,"£30,000-£50,000",Postgraduate
I always research symptoms and medication before appointments. Clinics give me panic attacks sometimes.,7.2,6.4,2.3,9.5,2.4,74,Female,Not Specified,"£30,000-£50,000",College Diploma
I feel lost when reading health information.,1.4,3.7,4.0,1.8,3.5,30,Female,Asian,"< £30,000",University Degree
I feel really anxious before seeing any doctor.,4.1,6.7,1.1,9.8,1.7,69,Non-binary,Asian,"> £50,000",High School
,6.9,7.4,2.5,2.0,1.6,79,Non-binary,Asian,"£30,000-£50,000",University Degree
I trust my doctor and their advice completely.,3.2,2.5,7.1,4.8,3.2,24,Male,Asian,"< £30,000",High School
It’s hard to follow what my doctor says.,1.4,8.8,2.5,4.2,1.3,73,Female,Black,"£30,000-£50,000",High School
It’s hard to follow what my doctor says. I avoid going to hospitals unless absolutely necessary. My trust in healthcare professionals is very high.,2.2,7.0,7.2,7.1,3.2,66,Non-binary,White,"£30,000-£50,000",College Diploma
I understand most medical terms and ask informed questions.,9.6,5.6,5.0,3.2,1.4,24,Male,Other,"> £50,000",University Degree
I have had mostly positive experiences with prescribed medications.,5.9,3.8,5.7,2.9,4.4,40,Female,Not Specified,"> £50,000",University Degree
"Medical journals help me stay informed about my condition. I get sweaty palms before appointments. My physician always listens to me. After a few trials, I found the right medication for my condition.",10.0,3.9,8.6,8.9,5.0,77,Female,Black,"< £30,000",College Diploma
,4.1,7.8,3.1,6.6,3.8,31,Female,Black,"> £50,000",Postgraduate
Medical journals help me stay informed about my condition. Doctors have always helped me recover well.,7.7,2.9,8.6,4.8,1.9,39,Non-binary,Other,"< £30,000",Postgraduate
I avoid going to hospitals unless absolutely necessary. My trust in healthcare professionals is very high.,5.9,8.8,9.7,7.7,1.0,45,Non-binary,Other,"£30,000-£50,000",Postgraduate
Medical terms confuse me a lot.,2.2,1.7,1.9,4.4,2.4,31,Female,Not Specified,"£30,000-£50,000",High School
I feel lost when reading health information. I feel really anxious before seeing any doctor.,2.0,8.9,6.5,8.2,2.5,71,Female,White,"£30,000-£50,000",University Degree
,4.7,3.9,4.9,6.5,3.0,55,Female,Black,"> £50,000",High School
Medical journals help me stay informed about my condition. Medication has been effective in managing my symptoms.,8.5,9.1,5.2,3.2,4.8,79,Non-binary,Not Specified,"£30,000-£50,000",College Diploma
Medical journals help me stay informed about my condition. Doctors have always helped me recover well.,7.6,6.8,7.7,1.7,1.3,72,Male,Black,"< £30,000",High School
"I don’t get what doctors say most of the time. After a few trials, I found the right medication for my condition.",2.4,2.3,4.8,2.4,4.4,25,Female,White,"< £30,000",High School
,6.2,4.3,1.6,6.3,1.5,32,Non-binary,White,"£30,000-£50,000",University Degree
My doctor uses terminology I understand well. Medication has been effective in managing my symptoms.,7.7,8.2,5.9,2.3,4.1,51,Male,Asian,"£30,000-£50,000",College Diploma
I feel really anxious before seeing any doctor.,3.8,3.0,5.2,9.3,2.2,80,Female,Other,"> £50,000",College Diploma
I always research symptoms and medication before appointments. I get sweaty palms before appointments.,9.2,1.5,1.8,7.3,1.8,34,Non-binary,Not Specified,"< £30,000",High School
,3.8,2.2,4.0,3.5,3.9,78,Female,White,"£30,000-£50,000",University Degree
I understand most medical terms and ask informed questions. I get sweaty palms before appointments. I trust my doctor and their advice completely.,7.3,9.6,7.5,7.3,3.8,70,Female,Not Specified,"< £30,000",University Degree
Medical journals help me stay informed about my condition. Visiting the doctor makes me nervous.,8.9,3.7,3.7,7.7,1.9,39,Female,Black,"> £50,000",High School
Medical journals help me stay informed about my condition. Visiting the doctor makes me nervous.,9.2,5.8,3.7,8.0,2.2,57,Non-binary,Other,"£30,000-£50,000",College Diploma
I always research symptoms and medication before appointments. I trust my doctor and their advice completely.,9.7,9.8,7.0,2.0,2.1,29,Male,Not Specified,"> £50,000",Postgraduate
,5.6,8.7,2.7,1.9,1.3,69,Male,Black,"£30,000-£50,000",College Diploma
,5.6,9.0,1.4,2.9,3.8,45,Female,Black,"> £50,000",College Diploma
"My doctor uses terminology I understand well. I’ve had the same doctor for years, and I feel confident in their care.",8.4,8.3,8.1,2.2,2.6,21,Female,Not Specified,"£30,000-£50,000",Postgraduate
